id,ONG,proyecto,fecha
21039,"Larson, Franecki And Macejkovic",EQT Corporation,2001-03-23
21040,Koepp Group,Alhue,2003-12-15
21041,Heaney-Harber,First Trust Nasdaq Retail ETF,1977-06-23
21042,Mcglynn ,"Everspin Technologies, Inc.",2008-03-13
21043,Collier-Anderson,R.R. Donnelley & Sons Company,2010-09-30
21044,"Boyle, Weissnat And Blanda",AmerisourceBergen Corporation (Holding Co),2006-02-19
21045,"Haag, Beatty And Walker",CoreSite Realty Corporation,1972-07-26
21046,Weimann Inc,Caserones,1996-04-28
21047,"Steuber, Rutherford And Upton",Eagle Bulk Shipping Inc.,2005-07-17
21048,Glover Group,"RiverNorth Opportunities Fund, Inc.",2018-06-23
21049,Torp-Hintz,"Appliance Recycling Centers of America, Inc.",2002-04-07
21050,Schoen And Sons,SQM - Maria Elena,2010-03-06
21051,Cassin-Mayer,"Kayne Anderson Energy Total Return Fund, Inc.",2014-07-30
21052,Williamson-Schmidt,"Western Refining Logistics, LP",1969-06-25
21053,"Johnson, Batz And Davis","Diamond Hill Investment Group, Inc.",2008-02-08
21054,"Hackett, Lockman And Littel",Cosayach - Negreiros,2003-11-10
21055,"Senger, Kemmer And Dickinson",Crawford & Company,2012-08-05
21056,Green-Cruickshank,SQM - Mapocho,2013-06-27
21057,"Ratke, Swaniawski And Spinka",Hamilton Lane Incorporated,1972-01-12
21058,Smith-Schowalter,"Cyclacel Pharmaceuticals, Inc.",2019-07-19
21059,"Wilkinson, Prosacco And Kilback",Celite - Tilviche,2010-10-25
21060,Heller-Rohan,"Portola Pharmaceuticals, Inc.",2013-06-21
21061,Africa-Edusa,CMP - El Laco,2018-12-20
21062,Gutkowski ,Apollo Senior Floating Rate Fund Inc.,2018-05-22
21063,"Torp, Bruen And Douglas",Arch Capital Group Ltd.,2012-04-14
21064,Nolan Inc,Arch Capital Group Ltd.,2011-03-07
21065,"Lubowitz, Weimann And Lemke",Cambrex Corporation,1997-04-15
21066,Legros-Price,Algorta,1976-11-12
21067,Africa-Edusa,"Investors Bancorp, Inc.",1991-06-25
21068,"Mante, Bins And Crooks",El Toqui,1981-11-29
21069,Koelpin-Hand,Toll Brothers Inc.,1962-09-01
21070,"Hilll, Blick And Cartwright",Cosayach - Cala Cala,2019-04-12
21071,Bednar-Buckridge,Cowen Inc.,2012-11-12
21072,Hudson ,HollyFrontier Corporation,1986-11-10
21073,Quitzon-Stark,El Tesoro,1969-01-17
21074,"Collins, Pacocha And Turcotte","CatchMark Timber Trust, Inc.",2007-07-28
21075,"Lynch, Feest And Eichmann","JA Solar Holdings, Co., Ltd.",2018-08-29
21076,"Cremin, Klocko And Thiel",Global Partner Acquisition Corp.,2014-09-26
21077,Green-Cruickshank,"Dynex Capital, Inc.",1979-06-11
21078,Kilback Inc,Carola,2009-03-02
21079,Willms-Ondricka,Arlington Asset Investment Corp,2009-10-30
21080,Pouros Group,Patriot National Bancorp Inc.,2018-09-12
21081,Towne-Lehner,"Investors Bancorp, Inc.",2000-01-02
21082,Price Inc,"MiMedx Group, Inc",1968-09-16
21083,"Macejkovic, Barrows And Kshlerin",AmerisourceBergen Corporation (Holding Co),2005-06-23
21084,"Turner, Reynolds And Wolf","CenterPoint Energy, Inc.",2002-04-18
21085,Kub Group,Great Elm Capital Corp.,2009-12-07
21086,Stark Inc,Garrison Capital Inc.,1997-07-16
21087,"Goyette, Huels And Champlin",Drive Shack Inc.,1982-04-27
21088,"Bartoletti, Macejkovic And Doyle",La Patagua,1998-08-06
21089,Luettgen And Sons,"XO Group, Inc.",2019-05-09
21090,Marvin-Wolff,Alhue,2017-11-24
21091,Reinger And Sons,"Tootsie Roll Industries, Inc.",1990-08-29
21092,Kovacek-Swift,Guanaco,2019-03-21
21093,Osinski-Zemlak,PrimeEnergy Corporation,2018-02-24
21094,"Kohler, Harris And Weissnat",San Geronimo,2019-06-28
21095,Zulauf And Sons,Enel Generacion Chile S.A.,1968-09-17
21096,Marquardt ,PTC Inc.,1999-01-13
21097,Bosco And Sons,Haldeman - Sagasca,2000-08-07
21098,Hettinger-Kuhic,Arlington Asset Investment Corp,2013-03-12
21099,Dooley Group,Vina Concha Y Toro,2018-07-31
21100,Kuphal ,Ivan,1988-10-08
21101,Rutherford Group,Montecristo,2015-09-03
21102,Swaniawski-Kutch,Talcuna,1982-04-27
21103,Gutkowski-Schinner,"Sierra Oncology, Inc.",2017-09-30
21104,Hermiston Group,Quiborax,1989-03-17
21105,Johnston And Sons,Eaton Vance Corporation,2009-04-11
21106,"Breitenberg, Kemmer And Schumm",CMP - Romeral,1994-11-28
21107,"Volkman, Kulas And Hodkiewicz",Mantos Blancos,2018-01-29
21108,Raynor-Oberbrunner,PIMCO Dynamic Credit and Mortgage Income Fund,1982-02-22
21109,"Wyman, Nicolas And Fahey",Brookfield Global Listed Infrastructure Income Fund,2015-12-31
21110,"Mohr, Monahan And Hermiston","Western New England Bancorp, Inc.",2004-05-25
21111,Schaden-Mitchell,Lomas Bayas,1976-03-04
21112,"Kuvalis, Harris And Okuneva","Pinnacle Financial Partners, Inc.",1997-08-31
21113,Miller ,Jeronimo,1993-10-06
21114,Walter-Littel,United Insurance Holdings Corp.,2013-12-22
21115,Aufderhar-Hettinger,Comcast Corporation,2005-11-08
21116,Gusikowski Inc,Dollar General Corporation,2014-05-22
21117,Lueilwitz-Runolfsdottir,"CenterPoint Energy, Inc.",1999-07-02
21118,Terry ,"Avon Products, Inc.",2003-05-14
21119,Hudson-Mayer,La Productora,2019-03-13
21120,Witting-Ernser,Drive Shack Inc.,1996-10-08
21121,"Schiller, Ullrich And Willms","Destination XL Group, Inc.",1997-11-29
21122,Hahn And Sons,Celite - Tana,1997-06-23
21123,"Weissnat, Jaskolski And Bins",Vanguard Russell 3000 ETF,1998-03-20
21124,Dicki-Schaden,KT Corporation,1968-03-19
21125,Hudson ,Ceragon Networks Ltd.,2006-07-27
21126,Cole-Reilly,Natl Westminster Pfd,2016-10-19
21127,Bahringer ,Punta de Lobos - Kanita,2004-09-25
21128,Little-Murazik,"RiverNorth Opportunities Fund, Inc.",2018-11-02
21129,Weimann Inc,La Patagua,2012-10-07
21130,Tromp ,Las Piedras,1998-04-12
21131,"Kuhn, Reinger And Zulauf",Silicon Motion Technology Corporation,2013-05-20
21132,"Turner, Reynolds And Wolf",Los Bronces,2013-06-23
21133,"Wyman, Nicolas And Fahey",Tekla Healthcare Opportunies Fund,2015-03-14
21134,Aecc,Nuveen AMT-Free Municipal Value Fund,2014-04-17
21135,Hauck-Lind,"Biocept, Inc.",2014-03-09
21136,Hilll Group,Yahoo! Inc.,1977-11-16
21137,Doyle-Jenkins,Abeona Therapeutics Inc.,2000-07-01
21138,"Luettgen, Watsica And Kutch","First Financial Bankshares, Inc.",1998-05-10
21139,"Raynor, Abernathy And Koch",BLDRS Asia 50 ADR Index Fund,2019-07-07
21140,"Deckow, Cassin And Dooley",CMP - Cerro Negro Norte,1980-03-11
21141,"Heller, Lubowitz And Dach",Don Alberto,2007-02-02
21142,Okuneva Inc,iPath US Treasury Long Bond Bear ETN,2017-11-13
21143,"Lebsack, Borer And Sanford",Trongol,2005-01-14
21144,Will And Sons,"Universal Stainless & Alloy Products, Inc.",1969-04-14
21145,Schamberger-Walter,JM Global Holding Company,1972-04-16
21146,Thiel And Sons,Gabriela Mistral,2019-08-29
21147,Cremin Inc,United States Cellular Corporation,2017-02-03
21148,Raynor And Sons,Pampa Camarones,2010-04-05
21149,Cole-Olson,"LM Funding America, Inc.",1969-01-01
21150,Waters Group,"The Travelers Companies, Inc.",1992-11-16
21151,Hickle ,"XO Group, Inc.",2017-01-26
21152,Cassin-Mayer,"ILG, Inc",1998-01-10
21153,Breitenberg-Murphy,Antucoya,2007-11-14
21154,"Runte, Baumbach And Runte",SQM - Pedro de Valdivia,1999-06-01
21155,Zboncak-Mraz,B.O.S. Better Online Solutions,1986-10-14
21156,"Strosin, Frami And Kuhic",San Geronimo,2019-08-05
21157,"Labadie, Veum And Hammes",El Soldado,2008-08-12
21158,Effertz-Zboncak,Pupunahue,1984-08-17
21159,Gleichner And Sons,Arlington Asset Investment Corp,2001-11-22
21160,"Shields, Grant And Bernier","Xenia Hotels & Resorts, Inc.",2015-03-18
21161,Brekke-Crist,CMP - El Laco,2019-01-08
21162,Witting-Ernser,Guanaco,2009-09-28
21163,"Goyette, Huels And Champlin",AdvisorShares Market Adaptive Unconstrained Income ETF,2007-08-22
21164,Gaylord Inc,BRF S.A.,2001-01-11
21165,Goyette Inc,Ivan,2009-11-18
21166,Lesch And Sons,Faride,1997-09-06
21167,Terry Inc,Hamilton Lane Incorporated,1983-09-18
21168,"Wilderman, Dubuque And Quitzon","Ashford Hospitality Prime, Inc.",1970-02-16
21169,Johnston Group,Anheuser-Busch Inbev SA,1979-08-16
21170,Gorczany-Nienow,PureFunds ETFx HealthTech ETF,2018-08-30
21171,Ernser-Eichmann,Array BioPharma Inc.,2011-11-05
21172,"Powlowski, Kohler And Deckow",Gabriela Mistral,2007-10-27
21173,Wuckert Group,"Gabelli Equity Trust, Inc. (The)",1997-03-01
21174,Adenex,Delta,2011-02-25
21175,"Waelchi, Dare And Rolfson",Jeronimo,2008-08-06
21176,"Paucek, Mclaughlin And Green",Tres Valles,2001-12-30
21177,Hayes And Sons,West Corporation,2018-12-03
21178,Stracke Group,Pullalli,1996-05-20
21179,Wuckert Group,Cowen Inc.,2015-07-24
21180,"Okuneva, Vonrueden And Quigley",Envision Healthcare Corporation,1980-05-06
21181,King ,"Investors Bancorp, Inc.",1978-04-05
21182,Orn-Hilll,Del Fierro,2012-11-06
21183,"Reilly, Deckow And Frami",Lenga,2019-06-26
21184,Dach Inc,Ojos del Salado,2005-12-13
21185,Johnson And Sons,CMP - Cerro Negro Norte,2006-03-15
21186,"Larson, Franecki And Macejkovic","Pepsico, Inc.",2018-04-30
21187,Shields Group,First Trust Emerging Markets Small Cap AlphaDEX Fund,2006-05-02
21188,Durgan And Sons,Special Opportunities Fund Inc.,1997-12-15
21189,Wehner-Jenkins,El Toqui,1997-05-19
21190,Sawayn Inc,Western Alliance Bancorporation,2019-02-17
21191,O'Hara ,"Edge Therapeutics, Inc.",1983-04-19
21192,Koepp ,Quiborax,1995-02-18
21193,Leffler-Durgan,"Cogentix Medical, Inc.",1989-04-05
21194,Zboncak-Kerluke,CMP - Romeral,1984-05-14
21195,"Koch, Feil And Spencer",Celite - Tana,2012-09-28
21196,Willms-Jacobson,"UMH Properties, Inc.",1995-06-11
21197,Muller Inc,La Picarda,2014-09-23
21198,Frami Group,Alliance National Municipal Income Fund Inc,1995-04-15
21199,"Kub, Mante And Lebsack",SAP SE,2013-09-18
21200,Wunsch-Larson,Tres Valles,2012-01-24
21201,Klocko Group,"Ashford Hospitality Prime, Inc.",2000-12-15
21202,Lehner-Stanton,First Trust Emerging Markets Small Cap AlphaDEX Fund,2006-04-26
21203,Kautzer ,Royal Caribbean Cruises Ltd.,2018-11-02
21204,Dooley Group,Global Partner Acquisition Corp.,2015-10-27
21205,"Reichert, Mayer And Schmitt",Intracampos,2006-11-13
21206,Sporer And Sons,Lambert,2018-06-11
21207,Kilback ,"OraSure Technologies, Inc.",2004-08-31
21208,Auer-Ryan,"The Travelers Companies, Inc.",2009-03-04
21209,Schroeder-Wiza,Inseego Corp.,2019-02-22
21210,Glover-Nader,Andes Travertine,2000-03-23
21211,Dietrich ,Yelp Inc.,2017-08-30
21212,Murphy-Yundt,"Western New England Bancorp, Inc.",2004-12-19
21213,"Roob, Windler And Weimann",SQM - Maria Elena,2008-05-24
21214,Gibson-Hills,El Soldado,2011-06-22
21215,Schimmel-Beatty,Virco Manufacturing Corporation,2009-02-16
21216,"Kuvalis, Bauch And Schumm","Aspen Technology, Inc.",2014-03-21
21217,Stiedemann-Wuckert,Quiborax,2015-05-02
21218,Franecki Group,Romeral,1999-06-19
21219,Jerde-Bauch,Data Processing,1974-11-01
21220,Prohaska-Brakus,"Gabelli Equity Trust, Inc. (The)",2005-03-13
21221,Dubuque And Sons,Cowen Inc.,2013-10-29
21222,Reichert-Deckow,Andes Travertine,2007-08-27
21223,Harvey And Sons,Refugio,1992-08-13
21224,"Kub, Mante And Lebsack",Cerro Colorado,1967-08-29
21225,Wuckert ,Kraton Corporation,1992-05-05
21226,Cremin-Ondricka,Escondida,2019-01-03
21227,Gerlach-Leuschke,First Trust Senior Loan Fund ETF,2019-04-06
21228,Hettinger ,Silicon Motion Technology Corporation,2017-01-09
21229,"Schultz, Keebler And Gorczany",Pampa Camarones,2011-01-07
21230,Hettinger-Lynch,PowerShares BuyBack Achievers Portfolio,1997-07-17
21231,"Mohr, Monahan And Hermiston",Mantos de la Luna,2000-06-06
21232,Dubuque And Sons,Walter Investment Management Corp.,2012-10-26
21233,"Upton, Boehm And Haag",Refugio,1997-08-29
21234,Aufderhar-Mitchell,Collahuasi,2017-11-07
21235,Sanford ,Nuveen Floating Rate Income Fund,1985-09-27
21236,"Cassin, Rempel And Koelpin",Caserones,1997-05-24
21237,"Pfeffer, Durgan And Hayes","German American Bancorp, Inc.",2006-05-16
21238,Hilpert ,Blackstone GSO Long Short Credit Income Fund,2004-12-21
21239,Nikolaus-Mueller,Delta,2013-09-17
21240,Kovacek-Swift,Cerro Iman,2013-02-21
21241,"Walsh, Hettinger And Grimes",iPath US Treasury Long Bond Bear ETN,2017-07-03
21242,Rosenbaum-Leffler,Northrop Grumman Corporation,2006-07-04
21243,"Mckenzie, Cummings And Rippin","Chegg, Inc.",2017-07-28
21244,Runolfsdottir-Emard,Westpac Banking Corporation,2013-02-10
21245,Marks-Stokes,Nabriva Therapeutics AG,2011-04-05
21246,Prohaska Inc,Cerro Negro,2004-11-08
21247,"Mertz, Greenholt And Lind",Northern Trust Corporation,2001-10-27
21248,Jacobi-Bergnaum,Independence Holding Company,1996-02-19
21249,Africa Arco Iris,Marte Lobo,2018-10-06
21250,"Nolan, Reynolds And Waters","Zynerba Pharmaceuticals, Inc.",1991-09-13
21251,Torp-Hintz,Arlington Asset Investment Corp,2010-01-21
21252,Terry ,PrimeEnergy Corporation,2009-08-17
21253,Bode ,Celite - Tana,2010-09-12
21254,"Williamson, Lindgren And Cummerata","CatchMark Timber Trust, Inc.",1997-12-09
21255,Flatley Group,"Everspin Technologies, Inc.",1997-11-18
21256,Braun-Bechtelar,Vina Concha Y Toro,2011-07-09
21257,Leannon-Brekke,"Ulta Beauty, Inc.",2009-10-28
21258,Buckridge Group,DRDGOLD Limited,2019-06-11
21259,Hamill-Rath,AbbVie Inc.,2018-04-26
21260,Wolf And Sons,Blackstone GSO Long Short Credit Income Fund,2017-11-22
21261,"Kling, Effertz And Anderson",Andacollo Cobre,2000-10-16
21262,Senger-Bogisich,Container Store (The),2000-03-14
21263,Accion Familiar,Applied DNA Sciences Inc,2006-07-16
21264,Cassin-Jerde,Cerro Bayo,2018-05-08
21265,Stark ,Algorta,1966-08-01
21266,Reichert-Deckow,Check-Cap Ltd.,1980-08-18
21267,"Kassulke, Morar And Crooks",China Cord Blood Corporation,1978-12-31
21268,"Dooley, Jerde And Kshlerin",Nuveen Connecticut Quality Municipal Income Fund,1988-10-17
21269,Kozey Inc,"Chunghwa Telecom Co., Ltd.",1995-05-02
21270,Williamson-Watsica,Cabot Corporation,1996-12-27
21271,"Torphy, Marquardt And Oberbrunner",Peapack-Gladstone Financial Corporation,1999-11-01
21272,"Gerlach, Fritsch And Rippin",Pirquitas,2017-12-08
21273,"Ratke, Connelly And Ward",Northrop Grumman Corporation,1957-10-21
21274,Price-Shields,"Waste Management, Inc.",2014-02-09
21275,Schmitt-Mckenzie,"HD Supply Holdings, Inc.",2000-07-28
21276,"Raynor, Abernathy And Koch",First Trust South Korea AlphaDEX Fund,2014-02-03
21277,"King, Stroman And Flatley",Abeona Therapeutics Inc.,2018-11-10
21278,Cremin-Jenkins,Franke,2018-07-29
21279,Gutkowski Group,Celite - Carol,2018-12-25
21280,"Kihn, Orn And Farrell",San Jose,2010-03-30
21281,"Medhurst, Thiel And Schuster",Isla Riesco,2003-12-20
21282,Fay Inc,"Silicon Laboratories, Inc.",2019-05-01
21283,Wisoky Group,Celgene Corporation,2017-09-24
21284,Predovic ,"Impax Laboratories, Inc.",2017-07-26
21285,"Boyle, Walsh And Blanda",San Jose,2006-08-17
21286,"Beer, Zieme And Huels",Clifton Bancorp Inc.,1961-09-16
21287,"Baumbach, Mccullough And Larson",San Jose,2016-11-24
21288,"Watsica, Spencer And Weissnat",Imax Corporation,2016-02-26
21289,Strosin-Barton,Celite - Tana,1997-06-12
21290,"Schmidt, Ryan And Jacobson","Shutterstock, Inc.",2011-08-09
21291,Afrikable Ongd,Incyte Corporation,2004-10-14
21292,"Hintz, Yost And Carter","Franklin Financial Network, Inc.",2009-08-25
21293,"Bernier, Leuschke And Towne",Clifton Bancorp Inc.,1961-09-15
21294,"Toy, Hahn And King",Arlington Asset Investment Corp,2019-08-20
21295,Zieme-O'Reilly,"Gray Television, Inc.",2010-01-31
21296,Blanda-Gislason,Old Republic International Corporation,2009-10-25
21297,Ledner-Hoppe,"Spark Energy, Inc.",1991-09-14
21298,Kuhic Inc,Pampa Camarones,2011-12-20
21299,Gibson-Hills,"Kayne Anderson Energy Total Return Fund, Inc.",2015-09-11
21300,Mcclure Group,Mackinac Financial Corporation,2015-04-16
21301,Adama,Suncor EnergyInc.,2016-01-11
21302,Macejkovic-Haag,Marte Lobo,2012-12-15
21303,"Cartwright, Kulas And Fahey","Portola Pharmaceuticals, Inc.",1995-02-28
21304,Jenkins And Sons,"RiverNorth Opportunities Fund, Inc.",2018-12-16
21305,Bartoletti-Dickinson,Array BioPharma Inc.,2009-04-25
21306,"Mckenzie, Lynch And Reinger",Container Store (The),2009-08-10
21307,Raynor-Oberbrunner,L.B. Foster Company,2011-09-04
21308,"Blick, Harber And Smith",Guaranty Bancorp,1969-11-24
21309,Jaskolski-Boyer,"Zynerba Pharmaceuticals, Inc.",2007-09-20
21310,Will And Sons,Texas Pacific Land Trust,1974-05-04
21311,"Deckow, Cassin And Dooley",United Microelectronics Corporation,2018-07-26
21312,Breitenberg-Murphy,Maganeso III de Atacama,1997-07-30
21313,"Walsh, Hettinger And Grimes",PrimeEnergy Corporation,1996-01-25
21314,King ,La Marcelina,1963-04-29
21315,"Lynch, Feest And Eichmann",U.S. Energy Corp.,2002-04-02
21316,Bednar-Flatley,"National American University Holdings, Inc.",1998-06-23
21317,Cremin And Sons,Gladstone Commercial Corporation,2016-09-13
21318,Koelpin Group,The Community Financial Corporation,2012-02-01
21319,"Fay, Simonis And Morar",CoreSite Realty Corporation,1986-06-07
21320,"Kling, Effertz And Anderson","Tootsie Roll Industries, Inc.",1988-08-31
21321,"Waelchi, Dare And Rolfson",Incyte Corporation,2005-08-15
21322,Schaden-Mitchell,El Tofo,2018-09-19
21323,"Stark, Langworth And Kovacek",El Soldado,2005-12-30
21324,Gutkowski ,DRDGOLD Limited,2019-06-15
21325,Hilll ,SQM Salar,2017-01-26
21326,Swaniawski Group,San Geronimo,2019-03-30
21327,Osinski-Zemlak,Cummins Inc.,1970-01-15
21328,Schoen And Sons,"LM Funding America, Inc.",1956-03-19
21329,"Erdman, Rutherford And Cronin",Cerro Casale,2012-12-17
21330,"Roob, Windler And Weimann",Patriot National Bancorp Inc.,1983-09-20
21331,Jenkins-Dicki,"SolarEdge Technologies, Inc.",2013-10-28
21332,Jones-Kemmer,Independence Holding Company,2006-01-17
21333,"Bins, Ortiz And Bogan",Forum Merger Corporation,1990-06-06
21334,Brown ,Unisys Corporation,1988-10-06
21335,Fritsch And Sons,"Blackhawk Network Holdings, Inc.",1990-03-02
21336,Legros Group,Texas Pacific Land Trust,2010-08-28
21337,Jerde-Lowe,Pullalli,1995-04-18
21338,Afesip,"Apple Hospitality REIT, Inc.",2019-01-23
21339,D'Amore And Sons,Navio,1994-08-03
21340,"Roob, Windler And Weimann",Victoria,2019-06-07
21341,Africa Arco Iris,Quebrada Blanca,1997-09-21
21342,Mcdermott ,"TC PipeLines, LP",2004-06-23
21343,Jaskolski-Ebert,Isla Guarello,1996-10-17
21344,"Feil, Kemmer And Koch",La Marcelina,1961-06-14
21345,Runolfsson-Renner,CMP - Los Colorados,2018-09-25
21346,Langworth ,TICC Capital Corp.,1992-11-16
21347,Zieme-Langworth,"MiMedx Group, Inc",1989-03-29
21348,Denesik-Quigley,"XO Group, Inc.",2014-11-21
21349,Monahan-Grimes,Mantos de la Luna,2006-01-27
21350,"Dickens, Pfeffer And Nienow",El Salvador,2016-09-11
21351,Schimmel-Mcglynn,Limoneira Co,2012-12-05
21352,Terry Inc,Yahoo! Inc.,1992-05-08
21353,"Keeling, Kilback And Mcdermott",iPath US Treasury Long Bond Bear ETN,2018-08-19
21354,"Waters, Conroy And Dibbert",Refugio,2000-03-13
21355,Hahn-Rohan,United Microelectronics Corporation,2016-12-16
21356,Corwin Group,Victoria,2017-06-28
21357,Hermiston Group,"OraSure Technologies, Inc.",1996-03-14
21358,Johnston-Spinka,"JA Solar Holdings, Co., Ltd.",2019-03-21
21359,Rowe-Wisoky,"TC PipeLines, LP",1975-11-30
21360,"Crooks, Mraz And Volkman",Isla Riesco,2017-11-14
21361,Zieme-Metz,Cerro Casale,2018-01-31
21362,Yundt Group,"XO Group, Inc.",2014-06-27
21363,"Strosin, Frami And Kuhic",Virco Manufacturing Corporation,1999-02-21
21364,Moore-Reilly,"Discovery Communications, Inc.",1995-11-22
21365,Stiedemann-Wuckert,Cerro Iman,2002-07-12
21366,Predovic ,Voya Global Equity Dividend and Premium Opportunity Fund,1996-01-30
21367,Bosco And Sons,Michilla,2007-12-25
21368,Collins-Hermann,Independence Holding Company,2019-01-27
21369,"Schmeler, Carroll And Schaden",Incyte Corporation,2010-04-24
21370,Lubowitz-Stroman,Dorado,1991-04-21
21371,"Abshire, Crooks And Kassulke",Catamutun,2018-12-26
21372,Wuckert ,Great Elm Capital Corp.,2008-07-15
21373,"Reilly, Deckow And Frami",West Corporation,2017-03-14
21374,Koch-Schneider,Quiborax - Ascotan,2016-05-23
21375,Williamson-Littel,Caserones,2000-03-29
21376,Langosh ,Regal Entertainment Group,2009-10-06
21377,Lubowitz-Stroman,Quebrada Blanca,1989-07-25
21378,Jacobs Group,Old Republic International Corporation,1984-02-14
21379,"Schaden, Cronin And Bernier",Entegra Financial Corp.,2005-06-09
21380,Johns-Wolff,"Nustar GP Holdings, LLC",2008-05-03
21381,Fay Inc,"H&R Block, Inc.",2007-04-14
21382,Hammes-Conn,Tres Valles,2012-05-24
21383,"Pouros, Koch And Wiza",SQM - Mapocho,1976-09-07
21384,"Grady, Mitchell And Lindgren","Western New England Bancorp, Inc.",2010-08-23
21385,"Gutkowski, Huel And Murazik",CVS Health Corporation,1982-12-11
21386,"Schmidt, Reinger And Zulauf",Northern Trust Corporation,2003-04-23
21387,"Crona, Schmeler And Greenfelder","Diamond Hill Investment Group, Inc.",2015-11-09
21388,Thiel Group,Eaton Vance Corporation,2016-06-27
21389,Rolfson-Bashirian,Jeronimo,2007-03-01
21390,"Kiehn, Lueilwitz And Schimmel",Special Opportunities Fund Inc.,1970-09-03
21391,"Champlin, Oberbrunner And Eichmann",Silicon Motion Technology Corporation,2018-08-31
21392,Jones-Kemmer,"Hawkins, Inc.",2003-09-09
21393,Zieme ,Andina,1963-08-06
21394,Hilll-Lemke,Old Republic International Corporation,2008-07-30
