numero,nombre,causa contaminante,area influencia (kms),descripcion,fecha apertura,comuna de tramitacion,status
59363-22220-BB,Celite - Tilviche,contaminacion de suelo,22.99,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",26/07/2015,Curanilahue,en tramite
96317-97547-LO,Limoneira Co,contaminacion del aire,22.42,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,12/12/2005,Retiro,en tramite
37735-62131-JB,Isla Riesco,contaminacion del aire,39.25,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",27/07/2006,Valparaiso,en tramite
4247-17700-JF,Abeona Therapeutics Inc.,contaminacion de la cadena trofica,0.08,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",08/04/1995,Conchali,en tramite
6994-40842-OK,CVS Health Corporation,contaminacion de suelo,16.27,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",18/12/2013,El Quisco,en tramite
54653-84569-MN,"Cyclacel Pharmaceuticals, Inc.",contaminacion de la cadena trofica,10.19,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",25/07/2017,Curepto,en tramite
21645-3262-GA,"Sportsman's Warehouse Holdings, Inc.",contaminacion de la cadena trofica,0.16,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",09/06/2018,Villa Alegre,en tramite
99691-56568-JE,"Avenue Therapeutics, Inc.",contaminacion de suelo,29.21,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,19/04/2007,San Felipe,en tramite
2875-17905-KB,Hamilton Lane Incorporated,contaminacion de suelo,17.87,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,28/06/2018,Lo Barnechea,en tramite
44569-40797-BN,Las Pataguas,contaminacion de suelo,9.71,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",18/10/2010,San Joaquin,en tramite
2009-40569-NH,Patriot National Bancorp Inc.,contaminacion de la cadena trofica,46.93,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",14/07/1995,Curepto,en tramite
66194-80780-KG,Vanguard Russell 3000 ETF,contaminacion de la cadena trofica,2.35,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,19/01/2010,Tortel,en tramite
58100-88997-MJ,"RiverNorth Opportunities Fund, Inc.",contaminacion de la cadena trofica,1.7,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",19/11/2017,Aisen,en tramite
56720-13605-HF,"National American University Holdings, Inc.",contaminacion de la cadena trofica,22.17,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",29/03/1981,Rinconada,en tramite
31335-90865-JI,Pucobre,contaminacion de la cadena trofica,5.32,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,22/12/1999,Ercilla,en tramite
40775-69082-ML,Andes Travertine,contaminacion de la cadena trofica,45.74,In congue. Etiam justo. Etiam pretium iaculis justo.,20/10/2017,Maria Pinto,en tramite
22485-21891-MK,"Biocept, Inc.",contaminacion de suelo,38.39,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",23/06/1995,Placilla,en tramite
46020-7277-IK,Carola,contaminacion del aire,49.17,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,03/01/1979,Curacavi,en tramite
92172-38987-MN,El Tesoro,contaminacion de suelo,2.65,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",30/10/1978,Quinchao,en tramite
20719-78020-FK,Novanta Inc.,contaminacion de la cadena trofica,49.15,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,16/03/2018,Lota,en tramite
64226-10101-HN,Patriot National Bancorp Inc.,contaminacion de suelo,4.42,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",24/03/1994,Los Muermos,en tramite
84117-50061-HO,Gilat Satellite Networks Ltd.,contaminacion de la cadena trofica,32.99,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",05/11/1983,Quirihue,en tramite
82241-79722-HO,"MiMedx Group, Inc",contaminacion de suelo,25.08,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,06/08/2003,Panquehue,en tramite
89925-91544-ID,Limoneira Co,contaminacion de la cadena trofica,26.43,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,13/03/1984,La Higuera,en tramite
7833-56471-NF,Brookfield Global Listed Infrastructure Income Fund,contaminacion de la cadena trofica,17.62,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",30/07/2003,Corral,en tramite
68465-1217-GG,Celite - Carol,contaminacion de la cadena trofica,2.71,Phasellus in felis. Donec semper sapien a libero. Nam dui.,10/12/2003,Placilla,en tramite
51519-22273-NM,Linderos,contaminacion de suelo,30.16,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",28/04/2008,Lanco,en tramite
78792-82852-GM,"ILG, Inc",contaminacion de la cadena trofica,36.51,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",04/01/1968,San Bernardo,en tramite
20847-75552-BI,"Nutanix, Inc.",contaminacion del aire,16.45,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,18/06/1998,Lo Prado,en tramite
37750-69797-EB,"Avon Products, Inc.",contaminacion de suelo,13.24,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",29/07/1984,Cholchol,en tramite
85952-94728-DE,Lenga,contaminacion del aire,3.29,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,17/08/2011,Lago Verde,en tramite
2102-72259-GO,Container Store (The),contaminacion del aire,29.66,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,15/12/2016,Gorbea,en tramite
77518-71054-NO,Texas Pacific Land Trust,contaminacion de la cadena trofica,5.54,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",09/06/1993,Curaco de Velez,en tramite
84065-44206-BJ,Coiron,contaminacion del aire,47.09,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",13/12/2017,Taltal,en tramite
69316-94090-IB,Imax Corporation,contaminacion del aire,49.61,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",05/01/1976,Papudo,en tramite
61104-75600-FG,The Community Financial Corporation,contaminacion de la cadena trofica,2.19,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",22/09/1991,Cauquenes,en tramite
63019-58094-MJ,El Teniente,contaminacion del aire,43.79,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,28/07/2010,Linares,en tramite
31695-186-JF,Punta de Lobos - Kanita,contaminacion del aire,29.7,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",08/03/2014,Marchihue,en tramite
99777-34799-DM,PowerShares Golden Dragon China Portfolio,contaminacion del aire,4.84,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,11/12/2018,Los Angeles,en tramite
36185-48291-AH,Ferton,contaminacion de suelo,40.28,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,09/09/2016,Parral,en tramite
89267-73138-HN,Silicon Motion Technology Corporation,contaminacion del aire,8.34,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Duis faucibus accumsan odio. Curabitur convallis.",25/07/2017,Graneros,en tramite
83780-44115-HO,EPR Properties,contaminacion de suelo,49.66,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",19/08/2018,Chile Chico,en tramite
38344-49752-BH,Regal Entertainment Group,contaminacion del aire,36.41,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",16/08/2001,Padre Las Casas,en tramite
23153-54929-IA,CMP - Los Colorados,contaminacion del aire,26.53,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",08/04/2016,Salamanca,en tramite
18344-4098-JK,Northrop Grumman Corporation,contaminacion del aire,0.69,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,18/08/2010,Ranquil,en tramite
12699-53739-GD,"Western New England Bancorp, Inc.",contaminacion de la cadena trofica,7.15,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",08/05/2015,Chanaral,en tramite
21483-75649-EF,"UMH Properties, Inc.",contaminacion del aire,32.11,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",30/03/1995,Tocopilla,en tramite
20491-96606-BG,Pascua,contaminacion del aire,41.21,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",12/12/2001,Los Andes,en tramite
77702-81169-JG,"Argos Therapeutics, Inc.",contaminacion de la cadena trofica,10.21,Sed ante. Vivamus tortor. Duis mattis egestas metus.,23/06/1997,Malloa,en tramite
22115-73303-DE,SQM - Maria Elena,contaminacion del aire,3.02,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",14/09/2017,Calama,en tramite
26582-61752-KD,PowerShares Nasdaq Internet Portfolio,contaminacion de suelo,8.59,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,20/04/1993,Los Angeles,en tramite
58281-72762-BA,"SolarEdge Technologies, Inc.",contaminacion de suelo,42.2,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",03/02/2019,Santiago,en tramite
7275-68662-AB,Pampa Camarones,contaminacion del aire,10.22,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,11/10/2015,Copiapo,en tramite
18503-5611-BF,CMP - Romeral,contaminacion de suelo,40.54,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,27/01/1975,Pichidegua,en tramite
96705-18977-EJ,Aircastle Limited,contaminacion de suelo,11.54,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,10/03/2015,Coihueco,en tramite
56008-6698-MH,Virco Manufacturing Corporation,contaminacion del aire,17.01,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,28/04/2004,San Rosendo,en tramite
5920-21821-GH,"Gray Television, Inc.",contaminacion de suelo,3.34,In congue. Etiam justo. Etiam pretium iaculis justo.,16/09/2007,Olivar,en tramite
68068-16712-AH,Crawford & Company,contaminacion del aire,6.19,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",24/10/2007,Chimbarongo,en tramite
82058-69349-GB,Peckett,contaminacion de suelo,37.09,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",04/05/1968,La Serena,en tramite
7656-50575-BL,Andacollo Cobre,contaminacion de suelo,47.41,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",24/09/2006,Curacavi,en tramite
41256-95105-BB,Credit Acceptance Corporation,contaminacion del aire,10.57,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,22/04/2010,Huechuraba,en tramite
31771-74029-MJ,Tata Motors Ltd,contaminacion del aire,12.84,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,01/08/2010,Talcahuano,en tramite
90812-74608-BH,Independence Holding Company,contaminacion de la cadena trofica,21.08,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",07/08/2000,Isla de Pascua,en tramite
86511-24897-BB,"Investors Bancorp, Inc.",contaminacion del aire,24.59,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",13/01/1996,Melipilla,en tramite
28099-32855-OK,Andacollo Cobre,contaminacion de suelo,47.23,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",30/05/1990,San Nicolas,en tramite
16650-12652-EN,Andacollo Cobre,contaminacion del aire,39.82,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,10/11/1983,Fresia,en tramite
47706-93898-LE,PowerShares BuyBack Achievers Portfolio,contaminacion del aire,17.15,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae. Mauris viverra diam vitae quam. Suspendisse potenti.",15/03/1985,Galvarino,en tramite
2221-76642-BL,Don Alberto,contaminacion de la cadena trofica,31.42,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",09/06/2003,La Higuera,en tramite
9137-81420-FO,Incyte Corporation,contaminacion de suelo,4.37,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,13/07/2006,Renaico,en tramite
82364-72142-DE,Esterline Technologies Corporation,contaminacion de suelo,41,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",21/01/2006,Curacavi,en tramite
15081-53000-BA,"NextEra Energy, Inc.",contaminacion de suelo,24.51,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,29/01/1974,La Granja,en tramite
1015-14536-KI,Check-Cap Ltd.,contaminacion de la cadena trofica,44.74,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",19/01/1986,Petorca,en tramite
83322-81770-AB,Victoria,contaminacion de la cadena trofica,48.52,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",12/05/2019,Valparaiso,en tramite
4121-64749-EE,Entegra Financial Corp.,contaminacion de suelo,14.02,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,07/08/1954,Quirihue,en tramite
73920-34827-JH,China Mobile (Hong Kong) Ltd.,contaminacion de suelo,7.27,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",26/02/2014,La Granja,en tramite
